submission_number,submitter_name_anonymized,snowplow_name,meaning,winning_name
1692,fV3CWRpM,donald ransom still plowing from heaven,Donald Ransom was a City of Syracuse Employee who was killed instantly in a work related accident in the DPW yard.He worked,FALSE
1693,LINflpuN,snow problem,Itï¿½ï¿½ï¿½s a fitting pun highlighting the cityï¿½ï¿½ï¿½s willingness to serv,FALSE
1694,m2gt8N5D,salty,Syracuse is the salt city,FALSE
1695,4qNSzmW4,clementine,"Name of the plow in the movie ""Snow Day"" which centers on Syracuse.",FALSE
1696,uBRLdIx0,santa maria,This was Columbus flagship when he first discovered the new world,FALSE
1697,aaeUn1vD,salt city,"it's our Salt City.,Syracuse",FALSE
1698,aaeUn1vD,snow cuse,We love Our Cuse!,FALSE
1699,mrkA1CH8,the snow fixerï¿½,The fix for our snow problem ï¿½ï¿½ï¿½is,FALSE
1700,MGkOAotP,snow head,Because the plow is like a head full of snow in the sky,FALSE
1701,eQHfP1xh,piwonski,The last name of survivors and family that died during the holocaust,FALSE
1702,eQHfP1xh,brooklyn,"This was the name of a dog that was rescued from a drug bust, badly abused and became a service animal. She died at age 9 fro",FALSE
1703,WdBHvfhm,santa maria,Strong and Steady,FALSE
1704,hePtDmj6,plowey mcplowface,Bc,FALSE
1705,cuhSWWAZ,big cat,Nickname of a friend who is a longtime DPW,FALSE
1706,u9gO1b71,santa's sleigh,Without Santa's sleigh we wouldn't have Christmas. Without our plows we wouldn't be able to get home for Christmas.,FALSE
1707,CPBXZwP5,rudolph,He was Santa lead thru snowy weather,FALSE
1708,pqTYqnlM,aberdeen terror,I live on Aberdeen Terrace which is a hill,FALSE
1709,fvG35y9V,"santa, mrs.santa, 8 reindeer","Santa, Mrs. Santa and their 8 reindeer names seem the most appropriate, would give some continuity, and would bring smiles for",FALSE
1710,097l0lrs,saltine warrior,So appropriate when salting the streets.,FALSE
1711,ozunBqcn,katy,"It is the name of the snowplow in the story ""Katy and the Big Snow"" by Virginia Lee Burton.  I read this story to my first graders wh",FALSE
1712,ozunBqcn,walt,"It is the name of the snow plow in the children's story ""Small Walt"" by Elizabeth Verdick.",FALSE
1713,KhqJiqbn,snow daze,school snow days,FALSE
1714,KhqJiqbn,blade runner,"Also the name of a movie, but appropriate for a snow plow",FALSE
1715,KhqJiqbn,armory attack,Represents Armory Square,FALSE
1716,KhqJiqbn,blizzard buster,Name speaks for itself,FALSE
1717,uAFAE7q4,sandy,Snow plows drop sand,FALSE
1718,kgJ45Amq,plow me,"The truck's going to get dirty, so why not the name?",FALSE
1719,2mf8yHnk,rust you up,A little bit of humor for the salting capability of the plow truck.,FALSE
1720,kgJ45Amq,blade runner,It's true and it sounds cool,FALSE
1721,XDN8luqQ,joeys adhd,Because there canï¿½ï¿½ï¿½t be snow on the g,FALSE
1722,2mf8yHnk,mr. plow,In honor of Homer Simpson's short plowing career,FALSE
1723,2mf8yHnk,plow king,"In honor of Barney, Homer Simpson's plowing rival",FALSE
1724,2mf8yHnk,plower mcplow face,In honor of the great BoatyMcBoatface in the Royal Navy...she needs a pen pal in the US,FALSE
1725,2mf8yHnk,gimme' that overtime!,I thought the name was a good moral booster for the driver who is typically called in during off hours to keep the community safe!,FALSE
1726,kgJ45Amq,snow crusher,It's a great name! It sounds a little bit like wrestling and little intimidating for all the snowflakes out there.,FALSE
1727,kgJ45Amq,powder puff,"That plow makes that powder go ""puff""",FALSE
1728,2mf8yHnk,frosty's demise,"Frosty is a holly jolly soul, but not in Central New York!",FALSE
1729,7XItY29C,santa maria,it was Christopher Columbus' flagship on his first voyage of America,FALSE
1730,pa2KNpoT,jim,"I think Francine would be a comical name, among other, more elaborate and intentionally funny names",FALSE
1731,bDQMuox8,santa maria,The Santa Maria under Christopher Columbus forged its way through the roughest of elements to carve out a path for others to tr,FALSE
1732,CRq9F90y,nina,We Italians would like to have some tribute left after the MAyor removes the one we paid for in 1932,FALSE
1733,wOrKO7XI,santa maria,Italian heritage,FALSE
1734,PLXL2g2Y,use thomas the tank engine theme for all of the snow plows.  all of the main characters of this childrens story bo,Could generate a following in kids (young and old) to lift up spirits in these most difficult times,FALSE
1735,e6lSVL6Q,flake effect,"Syracuse is lucky enough to get Lake Effect snow every year. Without the lake effect snow, we wouldnï¿½ï¿½ï¿½t even need these ",FALSE
1736,e6lSVL6Q,powder pusher,Undisturbed freshly fallen snow looks like powder - like flour or confectioners sugar!  The plows push this snow to the sides of th,FALSE
1737,e6lSVL6Q,the salt shaker,"Snow plows leave behind a trail of salt - they are in essence a ï¿½ï¿½ï¿½salt shakerï¿½ï¿½ï¿½!  Also, Syracuse can attribute their safe a",FALSE
1738,e6lSVL6Q,snow stopper,"Itï¿½ï¿½ï¿½s a play on words of the term ï¿½ï¿½ï¿½show stopperï¿½ï¿½ï¿½, meaning an excellent performance. Syracuseï¿½ï¿½ï¿½s plows comm",FALSE
1739,9nZRstOv,"name them    comet, blitzen, and dasher","Santaï¿½ï¿½ï¿½s reindeer gets to everyone, so do our Syracuse ",FALSE
1740,tTnW8iL9,santa maria!,In HONOR of the Columbus ship,FALSE
1741,tTnW8iL9,nina,In honor of one of the 3 Columbus ships,FALSE
1742,tTnW8iL9,pinta,In honor of one of the Columbus ships!,FALSE
1743,W40Fd8X5,mr. plow,Homer Simpson made this name Famous during one epic episode of The Simpson's,FALSE
1744,ctu7OZv5,santa maria,St. Mary's role is to look upon and save the world,FALSE
1745,BkdUt1AC,snowcone,I like snowcones!,FALSE
1746,AbOBlmY7,the panther plow,"Strength, and doesn't leave anything behind",FALSE
1747,AbOBlmY7,panda bear plow,It's as simple as black and white    they do a GREAT job!,FALSE
1748,AbOBlmY7,packer plow pete,They pack the snow and move it,FALSE
1749,AbOBlmY7,big vigor plow,The plows move amazing amounts of snow.,FALSE
1750,eXVnrTgH,big jim,In memory of a deceased highway transportation employee,FALSE
1751,IrlctkMD,the big pushover,He pushes to snow over to plow and clean our streets so we can get through........it's sarcasm     a positive pushover!,FALSE
1752,N1uMZuGw,the unabominable snowman,"Abominable means ""unpleasant"" so he's UNabominable...which means ""pleasant"" because he moves the snow so we don't have",TRUE
1753,FA5cwUyv,mr. clean,He keeps our 'Cus streets clean...and he's cuuuute too.,FALSE
1754,ciC7fWmr,the big guy in town,He's so big when my car comes next to his....he makes the snow    go!,FALSE
1755,l2DRD6QJ,falcon,My grandsons nickname after the Atlantic falcons,FALSE
1756,W3x1fj40,stormy daniels,I think it is obvious,FALSE
1757,W3x1fj40,david shovelshoff,David Hasselhoff,FALSE
1758,iZJh3TG8,wayne,In honor of Wayne Mahar our favorite weather man.,FALSE
1759,UDeaMJEy,plowy mcplowface,"His cousin, Boat McBoatface from the UK wants to carry on the tradition",FALSE
1760,iZJh3TG8,snow day,What all school kids want but wont get if all the new plows are out!,FALSE
1761,XVt3TtbJ,salty perseverance,"Plows are out in all kinds of weather, and they put salt on the roads",FALSE
1762,iZJh3TG8,blizzard buster,Speaks for itself,FALSE
1763,iZJh3TG8,frigid air,A pun on the refrigerator,FALSE
1764,iZJh3TG8,storm trooper,Accolades to the dedicated plow drivers who brave the storms to clear our roads.,FALSE
1765,ShtOJA7h,syberia express,Siberia Express is a train in Russia,FALSE
1766,ShtOJA7h,ýýýsno more,Play on the phrase: Itï¿½ï¿½ï¿½s n,FALSE
1767,bGUhP3xE,dwayne the rock saltï¿½ï¿½ï¿½ j,Dedicated to WWE legend and actor Dwayne ï¿½ï¿½ï¿½The Rockï¿½ï¿,FALSE
1768,nrUImr6h,the terminator,"My meaning, big, strong, will remove snow!",FALSE
1769,cfrM2ZI5,surge,"Snow surge, syracuse surge",FALSE
1770,cfrM2ZI5,jerry rescue,syracuse history,FALSE
1771,cfrM2ZI5,the mountain goat,hills and local race,FALSE
1772,FIOHLu7Z,salt city rooster,Snow plows are a natural alarm clock early in the morning during the Syracuse winter,FALSE
1773,6fAjbYNA,david snowie,Itï¿½ï¿½ï¿½s punny and se,FALSE
1774,FIOHLu7Z,snow sleigher,A seasonal pun to describe the work of snow plows,FALSE
1775,IdvYz0ch,wolverine,A tough carnivorous animal that loves the cold.,FALSE
1776,ePXwzBqm,governor snuomo,Cuomo rocks!,FALSE
1777,ObP5Rhmy,caleb,"A Corgi dog who loved everyone who came down our street, all workmen included",FALSE
1778,cfrM2ZI5,plows malone,Post Malone,FALSE
1779,YA628UZx,excalibur,"It's the name of King Arthur's sword that is said to have magical power. It's a blade, like the plow trucks wield, and the drivers are",FALSE
1780,Fb5merGR,snow patch adams,commemorate one of my fav robin williams film with a winter addition,FALSE
1781,Fb5merGR,forrest dump,"After favorite movie - (Plow, Forrest, Plow)",FALSE
1782,Fb5merGR,madame flurry,after great woman scientist with winter twist,FALSE
1783,YYkWbUSh,plowy mc plow face,Reddit,FALSE
1784,9lWw02sT,walshï¿½ï¿½ï¿½s ,"Mayor Walsh is watching out for the ï¿½ï¿½ï¿½CUSE community during winter.  So, his only weapon is a brand new snow plow name",FALSE
1785,6gplwd2E,snow slayer,The name indicates we can handle whatever winter brings.,FALSE
1786,6gplwd2E,winter warrior,The names indicates we're ready to take on winter.,FALSE
1787,6gplwd2E,blizzard beater,It means we're Syracuse tough when it comes to winter.,TRUE
1788,6gplwd2E,storm stomper,It means we won't let a little storm bring the city to a standstill.,FALSE
1789,6gplwd2E,flurry fighter,This name indicates that snow flurries are nothing to worry about.,FALSE
1790,6gplwd2E,nor'easter neutralizer,It means Syracuse can handle it.,FALSE
1791,6gplwd2E,squall squelcher,Snow squalls can't scare a Syracusan.,FALSE
1792,6gplwd2E,sleet sweeper,"It's a play on ""Street Sweeper.""",FALSE
1793,6gplwd2E,lake effect limited,"The effects of lake effect snow on Central New Yorkers is ""limited.""",FALSE
1794,6gplwd2E,ice intimidator,Bring it on - we can handle it.,FALSE
1795,K1737TyT,ol bessie,Ol Bessie,FALSE
1796,hL7Is9me,the big bopper,"The Big Bopper was an American singer, songwriter and musician.  He is famous for singing songs such as  ""Chantilly Lace"" and",FALSE
1797,tCkhFTT9,dasher,NA,FALSE
1798,tCkhFTT9,dancer,NA,FALSE
1799,tCkhFTT9,prancer,NA,FALSE
1800,tCkhFTT9,vixen,NA,FALSE
1801,tCkhFTT9,comet,NA,FALSE
1802,tCkhFTT9,cupid,NA,FALSE
1803,tCkhFTT9,donner,NA,FALSE
1804,tCkhFTT9,blitzen,NA,FALSE
1805,tCkhFTT9,rudolf,NA,FALSE
1806,tCkhFTT9,otto,NA,FALSE
1807,tCkhFTT9,cuseï¿½,NA,FALSE
1808,8uoh6Czo,hans schinkel,Just one of the greatest German figures in history,FALSE
1809,vkzmd9f1,plowy mcplowface,It's gotta happen.,FALSE
1810,ONgy0A9s,thor,Thunderous,FALSE
1811,ONgy0A9s,hercules,"superhuman strength and courage ; ï¿½ï¿½ï¿½a man of exc""",FALSE
1812,ONgy0A9s,elfrida,Elf Power,FALSE
1813,ihnvqfJK,rock star,From a 5 year old who loves trucks & rock music!,FALSE
1814,tBQPMC5D,abra cadabra,From a 3 year old girl who is loving the magic this time of year brings!,FALSE
1815,5Fgl12oG,santa maria,Columbus's ship,FALSE
1816,HvkCyp7m,plowzee!!,Its a plow,FALSE
1817,XVt3TtbJ,salt city sue,Syracuse is the salt city,FALSE
1818,hemZ4PtN,heat miser,"Heat Miser is from a beloved family favorite Christmas Show, (The year without a Santa Clause) that i watched as a child. Heat M",FALSE
1819,oEVjmHmx,angel wings,Angel Wings surely must be what one would see if stranded along side a snow covered road beneath a sky dark with an immersio,FALSE
1820,kqEiDfdh,plowy mcplowface,Cousin of boaty mcboatface,FALSE
1821,YY8AXCf2,santa maria,Italian culture n heritage,FALSE
1822,1KbqL5fl,santa maria,Italian pride,FALSE
1823,SJetrBLB,santa maria,Christopher Columbus,FALSE
1824,vEVNclen,santa maria,honoring a true pathfinder,FALSE
1825,2oI085MQ,plow king,Simpsons reference,FALSE
1826,eQgPm1Mr,speed the plow,"GOD SPEED THE PLOW -- ""God speed the plough, 'a wish for success or prosperity,' was originally a phrase in a 15th-century",FALSE
1827,eQgPm1Mr,mr. plow,The Simpsons Season 4 Episode 9,FALSE
1828,mMoXNigG,santa maria,Jesus Mother and the name Columbus chose for one of his ships,FALSE
1829,XeqAJT7m,santa maria,Discovery,FALSE
1830,4emQV7wD,saint maria,One of the four ships of Columbus,FALSE
1831,fbVtO2EV,santa maria,"As the Santa Maria plowed the seas, so too does this fleet of trucks plow the way.",FALSE
1832,JMj0OVIa,ben,Our Mayor 2020,FALSE
1833,cCOdKaSt,santa marie,it made the trip,FALSE
1834,r87rbawG,forget the snow lplow and focus on columbus circle donï¿½ï¿½ï¿½t bend for these idiots that want to cancel us out of a republic and turn us into a third world c,NA,FALSE
1835,2IBeqwFj,santa maria,Dedication to Italians,FALSE
1836,wOrKO7XI,santa maria,Christopher Columbus,FALSE
1837,UruzWJPy,santa maria,"The biggest and best ship that Columbus had matches the biggest and best of our snowplows.  Columbus ""plowed"" across the O",FALSE
1838,9uB7NaIC,santa maria,The name of one of the ships Columbus sailed the ocean blue in in 1492,FALSE
1839,bnGvFx3g,santa maria,This ship made it through terrible weather and storms to get to the shores of North America.,FALSE
1840,G8M4KZzm,santa maria,To honor the Italian Americans who were so instrumental in helping our city grow.,FALSE
1841,JA9qm9Tm,santa maria,The flagship of Christopher Columbus 1st Voyage to the americas,FALSE
1842,tCUVIC17,nina,one of Columbus's ship,FALSE
1843,MQBn8cRm,santa maria,To honor Syracuse's Italian community.,FALSE
1844,uChFY3SN,santa maria,You canï¿½ï¿½ï¿½t erase history by tearing thing,FALSE
1845,cOFI9GQS,santa maria,One of Columbus' Ships,FALSE
1846,FGGeo4an,santa maria,columbus discovered america,FALSE
1847,POZ3N9U0,nina,One of the three ships that Columbus sailed on a voyage of exploration,FALSE
1848,rDTED9zr,santa maria,Like the original Santa Maria Plowed thru the seas      this Santa Maria will plow thru the snow!,FALSE
1849,5VJ9Sf7G,santa maria,"It was the largest of Columbusï¿½ï¿½ï¿½ three ships and supported his expedition to find a passage. In a way, snow plows create a ",FALSE
1850,b9PWXeEP,santa maria,It was the name of Christopher Columbus' lead ship,FALSE
1851,wOrKO7XI,santa  maria,One of the ships in Columbus's fleet,FALSE
1852,YCyk0aGD,santa maria,Honor columbus and protest removal of columbus statue,FALSE
1853,Dj7de98p,santa maria,Historical meaning important to me!,FALSE
1854,ZF0jfJSf,santa maria,Represents Italian heritage,FALSE
1855,2mf8yHnk,santa maria,Itï¿½ï¿½ï¿½s one of the ships Columbus sailed when finding A,FALSE
1856,zFMCwnMm,santa maria,Support saving Columbus Day AND the Columbus statue,FALSE
1857,9V6cnkrA,salt plowtato,Salt potato but salt plowtato,FALSE
1858,XsjP6yTW,santa maria,Historical significance,FALSE
1859,vFmjzGMT,santa maria,"Christianity, and Christmas is around the corner",FALSE
1860,wOrKO7XI,santa maria,Snow plows persevere just like the Santa Maria did,FALSE
1861,WdBHvfhm,santa maria,Big and strong and mighty and powerful and leader of the pack !!!!!,FALSE
1862,i49FoW54,santa maria,Perseverance and getting the job done,FALSE
1863,omEOTYLG,plowy mcplowface,UK Boaty McBoatface,FALSE
1864,omEOTYLG,salt city snow slayer,Salt City Reference,FALSE
1865,3GvSExc4,storminator,Govonator reference,FALSE
1866,37M2Jptx,plowder puff girl,Powder Puff Girls,FALSE
1867,3GvSExc4,orange crush,Syracuse U reference,FALSE
1868,3GvSExc4,towzer the plowzer,Rhyme,FALSE
1869,omEOTYLG,blades of glory,Movie Reference,FALSE
1870,3GvSExc4,salt city storm trooper,city nickname with military reference,FALSE
1871,i42emZu3,plow & salt,Simple obvious reference,FALSE
1872,37M2Jptx,pile driver,Wrestling move with snow removing reference,FALSE
1873,AfrQCXYY,cristoforo,"Honors Christopher Columbus, the great Italian explorer who discovered America",FALSE
1874,vId9fAhH,santa maria,"The Santa Maria was stalwart vehicle, just what Syracuse plows need to be.",FALSE
1875,kO5740yx,santa maria,To show pride in the accomplishments of Columbus,FALSE
1876,nve7DcJX,santa maria,Representing the Italian Heritage - proud and hard working citizens of Syracuse,FALSE
1877,3m9xJLDM,santa maria,It was one of the 3 ships that Christopher Columbus had that found the new world.,FALSE
1878,JThDqNR9,santa maria,Support for my neighbors,FALSE
1879,2HKCUz7H,santa maria,Christopher Columbus's ship when he first came to the North American continent.,FALSE
1880,01OsRRUY,santa maria,As a 2nd generation Italian patriot American as well as a having a great grandfather of American Indian decent married to an Irish,FALSE
1881,MVOWbXf8,santa maria,I am Italian. Save the monument!,FALSE
1882,siFZ77eD,santa maria,"Protect our heritage, save the Columbus Monument.",FALSE
1883,rRO2qb79,santa maria,It is an internationally recognized name that would appeal to people of many backgrounds,FALSE
1884,ddjjvQLl,cristoforo colombo,Christopher Columbus,FALSE
1885,67JA7vmP,santa maria,Christopher Columbus support,FALSE
1886,En16d2Ia,santa maria,It represents the Columbus Monument in Syracuse that my family and I really care about.,FALSE
1887,LMCNiMxW,santa maria,"As a child born into an Immigrant Italian Family, Christoper Columbus was an Icon to our family. My paternal Grandfather came to",FALSE
1888,d94lLRxW,santa maria,Italian Pride,FALSE
1889,kl6ZBGVg,transformer,Transforms our streets during snow season,FALSE
1890,VllNvopO,santa maria,This is my way of protest. Keep the Columbus statue.,FALSE
1891,ON5KbqAP,beira's pity,Beira is the ancient Scottish Goddess of winter. Occasionally she takes pity on the citizens of Syracuse and will give us safe pass,FALSE
1892,WxJIUOxc,genova,Town where Cristoforo Colombo was born,FALSE
1893,hzBBKuDg,everest,The plow will be going up and down tall hills clearing the snow,FALSE
1894,pAIFmois,roadrunner,Magically clears the roads,FALSE
1895,hzBBKuDg,salty,Anti-icing the Salt City,FALSE
1896,Zh6TtEWc,santa maria,Name has Historical meaning to me and thatï¿½ï¿½ï¿½s impo,FALSE
1897,9Eio3EZk,santa maria,This name has an historical meaning to myself and my family!,FALSE
1898,RfPPHFHx,woodstockï¿½ï¿½ï¿½s z,Such a big plow to clean a little birds hockey rink,FALSE
1899,KjGeydlG,santa maria,It was one of Christopher  Columbus's Ships used on his historic journey when he discovered America.  His statue should remain,FALSE
1900,08gaXvTT,santa maria,It was the larger and heavier of Columbusï¿½ï¿½ï¿½ 3 ,FALSE
1901,wOrKO7XI,santa maria,It honors the courage and determination to pave the way for others,FALSE
1902,QHXdr7A5,you are loved,"ýýýYou Are Lovedýýý Syracuse winters are typically long lasting and harsh causing people to despise snow, in addition seasonal depre",FALSE
1903,uCL7VDdx,mike hunt,"In honor of my great-grandpa, a former Syracuse DPW employee who passed away from COVID-19",FALSE
1904,AhRqWRTs,the santa maria,italian explorer who deserves merit. The name would honor our Italian American segment of this city.,FALSE
1905,c40wsFp1,snow bear,Tough like a bear!,FALSE
1906,OIhNAvlb,tigher pause,This is a nickname for my sister-in-law Tighe,FALSE
1907,vtQvAuhl,santa maria,It is the name of one of Columbus's three ships,FALSE
1908,5Kwh3yb5,rod sledding,"After Rod Serling, a famous Syracuse naitive",FALSE
1909,vSqZWQcK,snowcuse me,"We live in a snowy city and instead of saying ""excuse me"" in the snow, we can say, ""snowcuse me.""",FALSE
1910,SMAc6gsr,big ben,In honor of Mayor Walsh and the excellent job he is doing during these difficult times,FALSE
1911,fJOQDYNQ,santa maria,"Obviously, my choice.  I'm a smart and courageous woman.",FALSE
1912,F3aIC18x,the santa maria,It was one of the 3 ships that COLUMBUS sailed to the new world.,FALSE
1913,x9i2nWx5,popeye,Strong enough to move a lot of snow,FALSE
1914,GXYgJ09S,santa maria,It is the name of one of the three ships (CARAVELLE) with which Cristoforo Colombo ravelled,FALSE
1915,L25w7Wl2,santa maria,One of Christopher Columbus ships,FALSE
1916,4UEYGV48,plowy mcplow face,Why not,FALSE
1917,4UEYGV48,sir plows a lot,I'm a fan of Sir Mix Allot,FALSE
1918,4UEYGV48,the ex-boyfriend,Because it's the ex that does the plowing,FALSE
1919,4UEYGV48,plowing uranus,I'm LGBT friendly,FALSE
1920,4UEYGV48,your mom,"Love my mom, you should love yours too",FALSE
1921,4UEYGV48,my other ride is your daughter,Does this need an explanation?,FALSE
1922,4UEYGV48,wide vee,Shout out to my friends the Canada Geese,FALSE
1923,4UEYGV48,mouth to banana,Banana eating etiquette,FALSE
1924,4UEYGV48,vote for trump,Every man needs a legacy,FALSE
1925,4UEYGV48,keep calm and plow on,My wife made me do.,FALSE
1926,4UEYGV48,"live, laugh, plow",Wife again,FALSE
1927,4UEYGV48,move bitch,Ludacris is my boy,FALSE
1928,4UEYGV48,hoe hoe hoe,Play on words for the Christmas season,FALSE
1929,4UEYGV48,push it real good,Salt N' Peppa Fan,FALSE
1930,4UEYGV48,plow drivers do it in the snow,It's True!,FALSE
1931,46sfdbvo,mr. salty,Salt City,FALSE
1932,4UEYGV48,lick  me,Salt lick,FALSE
1933,m44ESwZz,follow me to your mom's house,Because it's your mom,FALSE
1934,4UEYGV48,i'm not wearing pants,You can't see in the cab,FALSE
1935,4UEYGV48,snow job,Yup,FALSE
1936,4UEYGV48,snowball,Clerks - Movie,FALSE
1937,4UEYGV48,37,Clerks - Movie,FALSE
1938,4UEYGV48,not even supposed to be here today,Clerks - Movie,FALSE
1939,HtEQvPcD,santa maria,Name,FALSE
1940,1EAp5dVl,falcon strong,I believe one should be named after PSLA@fowler,FALSE
1941,35KBUE6l,bubba,It sounds like somebody big and strong which is what a snowplow is.,FALSE
1942,35KBUE6l,bart,"I picture Bart Simpson driving the plow, loving filling in the mouth of everybody's driveway.",FALSE
1943,OIhNAvlb,optimus,His character as leader of the transformers shows strength of character and a plow  should be able to do the job.,FALSE
1944,9N87xMNL,jocko,"James Collins AKA ""JOCKO"" was a DPW commissioner for many years in Syracuse. He  was beloved by many staff and citizen",TRUE
1945,7F1njdoT,santa maria,Remembering our history and freedoms.,FALSE
1946,4UEYGV48,"two guys, one plow","Two Girls, One Cup",FALSE
1947,4UEYGV48,plowing bea arthur,Golden Girls,FALSE
1948,BvIgeaPM,santa maria,Santa Maria  is a direct reference to Columbus,FALSE
